Case ID,Activity,Complete Timestamp
173688,A_SUBMITTED,2011-10-01 00:38:44.546000+00:00
173688,A_PARTLYSUBMITTED,2011-10-01 00:38:44.880000+00:00
173688,A_PREACCEPTED,2011-10-01 00:39:37.906000+00:00
173688,A_ACCEPTED,2011-10-01 11:42:43.308000+00:00
173688,A_FINALIZED,2011-10-01 11:45:09.243000+00:00
173688,A_REGISTERED,2011-10-13 10:37:29.226000+00:00
173688,A_APPROVED,2011-10-13 10:37:29.226000+00:00
173688,A_ACTIVATED,2011-10-13 10:37:29.226000+00:00
173691,A_SUBMITTED,2011-10-01 08:08:58.256000+00:00
173691,A_PARTLYSUBMITTED,2011-10-01 08:09:02.195000+00:00
173691,A_PREACCEPTED,2011-10-01 08:09:56.648000+00:00
173691,A_ACCEPTED,2011-10-01 14:33:54.614000+00:00
173691,A_FINALIZED,2011-10-01 14:35:46.016000+00:00
173691,A_APPROVED,2011-10-10 14:17:26.307000+00:00
173691,A_REGISTERED,2011-10-10 14:17:26.307000+00:00
173691,A_ACTIVATED,2011-10-10 14:17:26.307000+00:00
173694,A_SUBMITTED,2011-10-01 08:10:30.287000+00:00
173694,A_PARTLYSUBMITTED,2011-10-01 08:10:30.591000+00:00
173694,A_PREACCEPTED,2011-10-01 08:11:13.026000+00:00
173694,A_ACCEPTED,2011-10-03 13:34:25.421000+00:00
173694,A_FINALIZED,2011-10-03 13:40:14.632000+00:00
173694,A_APPROVED,2011-11-04 16:04:52.612000+00:00
173694,A_REGISTERED,2011-11-04 16:04:52.612000+00:00
173694,A_ACTIVATED,2011-11-04 16:04:52.612000+00:00
173697,A_SUBMITTED,2011-10-01 08:11:08.866000+00:00
173697,A_PARTLYSUBMITTED,2011-10-01 08:11:09.035000+00:00
173697,A_DECLINED,2011-10-01 08:11:46.420000+00:00
173700,A_SUBMITTED,2011-10-01 08:15:39.894000+00:00
173700,A_PARTLYSUBMITTED,2011-10-01 08:15:40.102000+00:00
173700,A_DECLINED,2011-10-01 08:16:21.037000+00:00
173703,A_SUBMITTED,2011-10-01 09:45:25.806000+00:00
173703,A_PARTLYSUBMITTED,2011-10-01 09:45:25.981000+00:00
173703,A_PREACCEPTED,2011-10-01 09:46:18.211000+00:00
173703,A_CANCELLED,2011-10-01 13:02:11.068000+00:00
173706,A_SUBMITTED,2011-10-01 09:45:37.274000+00:00
173706,A_PARTLYSUBMITTED,2011-10-01 09:45:37.363000+00:00
173706,A_PREACCEPTED,2011-10-01 10:16:48.956000+00:00
173706,A_DECLINED,2011-10-01 14:59:58.557000+00:00
173709,A_SUBMITTED,2011-10-01 09:57:42.994000+00:00
173709,A_PARTLYSUBMITTED,2011-10-01 09:57:43.182000+00:00
173709,A_PREACCEPTED,2011-10-01 09:58:27.038000+00:00
173709,A_CANCELLED,2011-11-01 09:15:08.387000+00:00
173712,A_SUBMITTED,2011-10-01 09:58:30.533000+00:00
173712,A_PARTLYSUBMITTED,2011-10-01 09:58:30.678000+00:00
173712,A_PREACCEPTED,2011-10-01 10:10:24.737000+00:00
173712,A_CANCELLED,2011-10-03 14:42:53.820000+00:00
173715,A_SUBMITTED,2011-10-01 09:59:10.501000+00:00
173715,A_PARTLYSUBMITTED,2011-10-01 09:59:10.789000+00:00
173715,A_PREACCEPTED,2011-10-01 09:59:42.704000+00:00
173715,A_ACCEPTED,2011-10-01 12:24:32.787000+00:00
173715,A_FINALIZED,2011-10-01 12:30:20.556000+00:00
173715,A_DECLINED,2011-10-13 11:05:24.620000+00:00
173718,A_SUBMITTED,2011-10-01 10:37:39.363000+00:00
173718,A_PARTLYSUBMITTED,2011-10-01 10:37:39.657000+00:00
173718,A_PREACCEPTED,2011-10-01 10:38:20.967000+00:00
173718,A_ACCEPTED,2011-10-01 10:42:21.977000+00:00
173718,A_FINALIZED,2011-10-01 10:44:40.725000+00:00
173718,A_APPROVED,2011-10-27 09:17:53.327000+00:00
173718,A_REGISTERED,2011-10-27 09:17:53.328000+00:00
173718,A_ACTIVATED,2011-10-27 09:17:53.328000+00:00
173721,A_SUBMITTED,2011-10-01 11:07:34.279000+00:00
173721,A_PARTLYSUBMITTED,2011-10-01 11:07:34.928000+00:00
173721,A_PREACCEPTED,2011-10-01 11:08:17.093000+00:00
173721,A_ACCEPTED,2011-10-01 11:18:36.318000+00:00
173721,A_FINALIZED,2011-10-01 11:20:47.605000+00:00
173721,A_DECLINED,2011-10-10 16:28:25.531000+00:00
173724,A_SUBMITTED,2011-10-01 11:52:14.305000+00:00
173724,A_PARTLYSUBMITTED,2011-10-01 11:52:14.576000+00:00
173724,A_PREACCEPTED,2011-10-01 12:20:54.061000+00:00
173724,A_DECLINED,2011-10-03 15:48:17.469000+00:00
173727,A_SUBMITTED,2011-10-01 12:08:46.663000+00:00
173727,A_PARTLYSUBMITTED,2011-10-01 12:08:46.803000+00:00
173727,A_DECLINED,2011-10-01 12:09:30.362000+00:00
173730,A_SUBMITTED,2011-10-01 12:36:08.943000+00:00
173730,A_PARTLYSUBMITTED,2011-10-01 12:36:09.207000+00:00
173730,A_PREACCEPTED,2011-10-01 12:36:59.265000+00:00
173730,A_ACCEPTED,2011-10-01 15:36:06.372000+00:00
173730,A_FINALIZED,2011-10-01 15:40:08.255000+00:00
173730,A_ACTIVATED,2011-10-21 09:08:14.251000+00:00
173730,A_REGISTERED,2011-10-21 09:08:14.251000+00:00
173730,A_APPROVED,2011-10-21 09:08:14.251000+00:00
173733,A_SUBMITTED,2011-10-01 12:39:34.037000+00:00
