Case ID,Activity,Complete Timestamp
173688,W_Completeren aanvraag,2011-01-10 11:45:13.917000
173688,W_Nabellen offertes,2011-01-10 12:17:08.924000
173688,W_Nabellen offertes,2011-08-10 16:32:00.886000
173688,W_Nabellen offertes,2011-10-10 11:33:05.791000
173688,W_Valideren aanvraag,2011-13-10 10:37:37.026000
173691,W_Completeren aanvraag,2011-01-10 11:43:13.178000
173691,W_Completeren aanvraag,2011-01-10 14:35:48.791000
173691,W_Nabellen offertes,2011-01-10 14:36:25.794000
173691,W_Nabellen offertes,2011-03-10 16:56:21.195000
173691,W_Nabellen offertes,2011-03-10 16:57:16.563000
173691,W_Nabellen offertes,2011-10-10 10:14:45.514000
173691,W_Valideren aanvraag,2011-10-10 11:30:54.893000
173691,W_Valideren aanvraag,2011-10-10 14:14:13.394000
173691,W_Valideren aanvraag,2011-10-10 14:17:34.633000
173694,W_Completeren aanvraag,2011-01-10 11:35:59.637000
173694,W_Completeren aanvraag,2011-03-10 11:21:22.417000
173694,W_Completeren aanvraag,2011-03-10 13:32:43.313000
173694,W_Completeren aanvraag,2011-03-10 13:40:17.062000
173694,W_Nabellen offertes,2011-03-10 13:44:21.261000
173694,W_Nabellen offertes,2011-10-10 16:47:18.803000
173694,W_Nabellen offertes,2011-10-10 19:34:36.027000
173694,W_Nabellen offertes,2011-14-10 18:16:42.245000
173694,W_Nabellen offertes,2011-17-10 19:43:57.774000
173694,W_Nabellen offertes,2011-25-10 10:50:48.186000
173694,W_Nabellen offertes,2011-26-10 18:50:22.004000
173694,W_Nabellen offertes,2011-29-10 12:41:29.569000
173694,W_Nabellen offertes,2011-01-11 14:55:35.020000
173694,W_Nabellen offertes,2011-01-11 17:21:02.356000
173694,W_Nabellen offertes,2011-02-11 09:15:18.683000
173694,W_Valideren aanvraag,2011-04-11 16:05:01.532000
173703,W_Completeren aanvraag,2011-01-10 11:40:24.141000
173703,W_Completeren aanvraag,2011-01-10 13:02:12.557000
173706,W_Afhandelen leads,2011-01-10 10:16:49.843000
173706,W_Completeren aanvraag,2011-01-10 11:50:14.483000
173706,W_Completeren aanvraag,2011-01-10 11:53:55.769000
173706,W_Completeren aanvraag,2011-01-10 15:00:02.537000
173709,W_Completeren aanvraag,2011-01-10 10:27:07.853000
173709,W_Completeren aanvraag,2011-01-10 11:43:02.623000
173709,W_Completeren aanvraag,2011-10-10 17:43:13.290000
173709,W_Completeren aanvraag,2011-01-11 09:15:08.331000
173712,W_Afhandelen leads,2011-01-10 10:10:25.759000
173712,W_Completeren aanvraag,2011-01-10 13:03:35.216000
173712,W_Completeren aanvraag,2011-03-10 11:17:29.105000
173712,W_Completeren aanvraag,2011-03-10 14:42:55.584000
173715,W_Completeren aanvraag,2011-01-10 11:46:06.342000
173715,W_Completeren aanvraag,2011-01-10 12:30:24.155000
173715,W_Nabellen offertes,2011-08-10 16:38:17.372000
173715,W_Nabellen offertes,2011-10-10 12:54:04.785000
173715,W_Valideren aanvraag,2011-13-10 11:05:28.082000
173718,W_Completeren aanvraag,2011-01-10 10:44:43.954000
173718,W_Nabellen offertes,2011-01-10 10:44:58.974000
173718,W_Nabellen offertes,2011-01-10 10:46:56.631000
173718,W_Nabellen offertes,2011-01-10 10:50:20.533000
173718,W_Nabellen offertes,2011-01-10 10:50:34.704000
173718,W_Nabellen offertes,2011-08-10 16:31:37.972000
173718,W_Nabellen offertes,2011-10-10 10:55:07.452000
173718,W_Valideren aanvraag,2011-13-10 12:36:12.529000
173718,W_Nabellen incomplete dossiers,2011-13-10 13:05:42.290000
173718,W_Nabellen incomplete dossiers,2011-13-10 13:53:16.314000
173718,W_Nabellen incomplete dossiers,2011-13-10 17:12:01.909000
173718,W_Nabellen incomplete dossiers,2011-13-10 17:14:13.926000
173718,W_Nabellen incomplete dossiers,2011-13-10 17:14:26.112000
173718,W_Nabellen incomplete dossiers,2011-15-10 15:17:31.488000
173718,W_Nabellen incomplete dossiers,2011-15-10 16:56:14.624000
173718,W_Nabellen incomplete dossiers,2011-17-10 13:32:51.911000
173718,W_Nabellen incomplete dossiers,2011-17-10 14:28:36.881000
173718,W_Nabellen incomplete dossiers,2011-18-10 16:46:24.246000
173718,W_Nabellen incomplete dossiers,2011-18-10 17:46:34.802000
173718,W_Valideren aanvraag,2011-19-10 08:53:21.372000
173718,W_Nabellen incomplete dossiers,2011-19-10 09:17:01.695000
173718,W_Nabellen incomplete dossiers,2011-19-10 09:24:19.095000
173718,W_Nabellen incomplete dossiers,2011-20-10 09:30:32.963000
173718,W_Nabellen incomplete dossiers,2011-24-10 15:24:55.532000
173718,W_Nabellen incomplete dossiers,2011-26-10 08:12:38.415000
173718,W_Valideren aanvraag,2011-27-10 09:18:01.790000
173721,W_Completeren aanvraag,2011-01-10 11:20:50.335000
173721,W_Nabellen offertes,2011-01-10 11:22:52.458000
173721,W_Nabellen offertes,2011-01-10 11:32:54.371000
173721,W_Nabellen offertes,2011-04-10 14:47:39.633000
173721,W_Nabellen offertes,2011-06-10 09:49:47.774000
173721,W_Valideren aanvraag,2011-10-10 10:06:09.471000
173721,W_Nabellen incomplete dossiers,2011-10-10 10:20:04.927000
173721,W_Nabellen incomplete dossiers,2011-10-10 11:42:32.977000
173721,W_Nabellen incomplete dossiers,2011-10-10 14:22:14.231000
173721,W_Nabellen incomplete dossiers,2011-10-10 16:28:29.918000
173724,W_Afhandelen leads,2011-01-10 12:12:27.600000
173724,W_Afhandelen leads,2011-01-10 12:20:55.527000
173724,W_Completeren aanvraag,2011-01-10 13:27:08.763000
173724,W_Completeren aanvraag,2011-01-10 14:02:01.804000
173724,W_Completeren aanvraag,2011-01-10 15:15:17.707000
173724,W_Completeren aanvraag,2011-03-10 11:33:42.129000
173724,W_Completeren aanvraag,2011-03-10 15:48:20.505000
173730,W_Completeren aanvraag,2011-01-10 13:55:31.990000
173730,W_Completeren aanvraag,2011-01-10 15:15:12.440000
173730,W_Completeren aanvraag,2011-01-10 15:31:19.388000
173730,W_Completeren aanvraag,2011-01-10 15:40:12.281000
173730,W_Nabellen offertes,2011-01-10 15:48:39.764000
173730,W_Nabellen offertes,2011-08-10 16:20:20.579000
173730,W_Nabellen offertes,2011-10-10 20:49:26.790000
173730,W_Nabellen offertes,2011-11-10 10:47:04.332000
173730,W_Nabellen offertes,2011-11-10 19:55:07.690000
173730,W_Nabellen offertes,2011-12-10 15:37:20.679000
173730,W_Nabellen offertes,2011-13-10 18:35:43.994000
173730,W_Nabellen offertes,2011-14-10 10:21:10.086000
173730,W_Valideren aanvraag,2011-19-10 13:20:05.181000
173730,W_Nabellen incomplete dossiers,2011-19-10 13:32:57.273000
173730,W_Nabellen incomplete dossiers,2011-19-10 13:36:44.465000
173730,W_Nabellen incomplete dossiers,2011-19-10 19:11:47.711000
173730,W_Nabellen incomplete dossiers,2011-20-10 08:10:36.080000
173730,W_Valideren aanvraag,2011-20-10 10:08:56.355000
173730,W_Nabellen incomplete dossiers,2011-20-10 10:27:48.591000
173730,W_Nabellen incomplete dossiers,2011-20-10 10:45:06.646000
173730,W_Valideren aanvraag,2011-20-10 12:00:47.010000
173730,W_Nabellen incomplete dossiers,2011-20-10 12:32:33.048000
173730,W_Nabellen incomplete dossiers,2011-20-10 13:52:22.540000
173730,W_Nabellen incomplete dossiers,2011-20-10 16:25:42.079000
