1.392056192539570247e-10,1.950747896550808491e-10,1.570869961886600663e-10,7.198708851241519824e-10,9.963501551579767579e-11,4.091831595776085351e-10,1.540567261433534174e-12,6.779711791971010371e-10,3.312958241075136812e-10,3.350388633194256727e-09,5.108346437640489540e-15,1.246196043211966753e-04,2.052862433520621878e-16,9.998753070831298828e-01
7.516096772741676091e-11,1.063895221919963774e-10,8.508344723212601934e-11,4.061606051486421620e-10,5.365930963452392177e-11,2.285610173347052410e-10,7.417735045991968867e-13,3.827946848389274237e-10,1.837467816789839503e-10,1.963492257672783126e-09,2.062552966893243904e-15,9.640043572289869189e-05,7.739248056578426301e-17,9.999035596847534180e-01
4.809576001352233732e-11,6.862514723149359952e-11,5.455558921285685869e-11,2.681502242474209652e-10,3.441637946854925190e-11,1.502884483528532655e-10,4.392800413786229763e-13,2.531088394430724975e-10,1.202684757339866906e-10,1.328909871034511525e-09,1.059855798603455673e-15,7.936453766888007522e-05,3.838116718757068327e-17,9.999206066131591797e-01
1.291874333203546499e-11,1.883448605410897869e-11,1.474767356846040656e-11,7.908001337098014005e-11,9.196860287219443819e-12,4.341590975620590598e-11,9.240245152147483210e-14,7.486959663349779248e-11,3.418736821414469773e-11,4.246103468830142447e-10,1.524689215908690528e-16,4.571928002405911684e-05,4.759492192692327007e-18,9.999542236328125000e-01
1.128306822972824364e-10,1.582553810219877732e-10,1.275998195993111040e-10,5.940751779398567578e-10,7.924923911550862954e-11,3.314140906152118760e-10,1.174624742091012752e-12,5.549062320753250788e-10,2.687048916705236934e-10,2.830986556290326916e-09,3.923008954769295273e-15,1.187534362543374300e-04,1.460088527650667202e-16,9.998812675476074219e-01
7.318674339522671102e-14,1.152241415345103825e-13,8.593572088742146287e-14,6.521159480465943403e-13,4.825828593072595263e-14,3.145425543291113790e-13,1.872357727227260348e-16,6.079548756782182650e-13,2.362861967718232759e-13,4.970909534690592935e-12,8.468872859183085794e-20,5.907556897000176832e-06,1.268415735148557683e-21,9.999940395355224609e-01
2.862355756860779366e-07,3.534726431553281145e-07,3.115187325875012903e-07,8.619783784524770454e-07,2.092778572659881320e-07,5.492754553415579721e-07,1.289844320240263187e-08,7.977275231496605556e-07,4.863601361648761667e-07,2.527903689042432234e-06,4.005691889297224861e-10,3.090750658884644508e-03,3.652722221914039835e-11,9.969028830528259277e-01
3.927596529257337821e-12,5.794413126397612857e-12,4.519420428172882254e-12,2.634351591035422047e-11,2.636421246246523076e-12,1.357321199879635287e-11,2.107974473415045319e-14,2.447592822862887374e-11,1.064025170055549196e-11,1.570915342252732216e-10,2.968194691336690648e-17,3.102078335359692574e-05,6.924220857213879927e-19,9.999690055847167969e-01
4.961805705888666651e-12,7.347408272073696622e-12,5.697881402810800466e-12,3.254883168546385264e-11,3.516125541766501605e-12,1.757824788506390234e-11,2.969785265686912534e-14,3.074223167698342252e-11,1.373970815593539285e-11,1.854280479163250561e-10,3.765212659161339701e-17,3.087731238338164985e-05,1.059954096611548412e-18,9.999691247940063477e-01
9.294592018704861403e-06,1.103079284803243354e-05,9.887090527627151459e-06,2.149790816474705935e-05,7.784229637763928622e-06,1.602480915607884526e-05,9.279380037696682848e-07,2.079951991618145257e-05,1.440842333977343515e-05,4.731825174530968070e-05,5.152775628403105657e-08,1.023895759135484695e-02,9.825789071271628927e-09,9.896020293235778809e-01
3.132388229007410096e-12,4.680831243442096223e-12,3.598445543276374003e-12,2.115127691049156766e-11,2.237430076282298508e-12,1.142822642075103090e-11,1.745630888645190171e-14,2.014622843549140896e-11,8.859813924178006062e-12,1.234468499644592043e-10,1.846242311799981179e-17,2.483285425114445388e-05,5.104249284680700061e-19,9.999752044677734375e-01
1.986097458939184435e-06,2.453747583786025643e-06,2.123098056472372264e-06,5.067543952463893220e-06,1.834184331528376788e-06,4.014549176645232365e-06,1.685671406903566094e-07,5.099633199279196560e-06,3.494093107292428613e-06,1.151314245362300426e-05,4.236961004266959208e-09,4.372501745820045471e-03,9.242954734922648186e-10,9.955897331237792969e-01
1.352739613503217697e-02,1.213891804218292236e-02,1.317169051617383957e-02,8.678446523845195770e-03,1.341459713876247406e-02,9.312385693192481995e-03,4.220424965023994446e-02,8.382610045373439789e-03,1.020413544028997421e-02,6.036785896867513657e-03,2.992955148220062256e-01,3.747437149286270142e-04,5.632342100143432617e-01,2.433078589092474431e-05
1.537087955512106419e-03,1.716310507617890835e-03,1.584975514560937881e-03,2.413867972791194916e-03,1.558787422254681587e-03,2.251362195238471031e-03,4.919117200188338757e-04,2.470293315127491951e-03,2.080747159197926521e-03,3.484034212306141853e-03,6.866583862574771047e-05,5.876379832625389099e-02,3.785381341003812850e-05,9.215402603149414062e-01
