Case ID,Activity,Complete Timestamp
173688,O_SELECTED,2011-01-10 11:45:09.243000
173688,O_CREATED,2011-01-10 11:45:11.197000
173688,O_SENT,2011-01-10 11:45:11.380000
173688,O_SENT_BACK,2011-10-10 11:33:03.668000
173688,O_ACCEPTED,2011-13-10 10:37:29.226000
173691,O_SELECTED,2011-01-10 14:35:46.016000
173691,O_CREATED,2011-01-10 14:35:47.488000
173691,O_SENT,2011-01-10 14:35:47.583000
173691,O_SELECTED,2011-03-10 16:56:17.731000
173691,O_CANCELLED,2011-03-10 16:56:17.731000
173691,O_CREATED,2011-03-10 16:56:19.613000
173691,O_SENT,2011-03-10 16:56:19.645000
173691,O_SENT_BACK,2011-10-10 10:14:43.775000
173691,O_ACCEPTED,2011-10-10 14:17:26.306000
173694,O_SELECTED,2011-03-10 13:40:14.632000
173694,O_CREATED,2011-03-10 13:40:15.605000
173694,O_SENT,2011-03-10 13:40:15.651000
173694,O_SELECTED,2011-03-10 13:44:17.619000
173694,O_CANCELLED,2011-03-10 13:44:17.619000
173694,O_CREATED,2011-03-10 13:44:19.671000
173694,O_SENT,2011-03-10 13:44:19.719000
173694,O_SELECTED,2011-17-10 19:43:53.587000
173694,O_CANCELLED,2011-17-10 19:43:53.587000
173694,O_CREATED,2011-17-10 19:43:55.219000
173694,O_SENT,2011-17-10 19:43:55.387000
173694,O_SENT_BACK,2011-02-11 09:15:16.203000
173694,O_ACCEPTED,2011-04-11 16:04:52.611000
173715,O_SELECTED,2011-01-10 12:30:20.556000
173715,O_CREATED,2011-01-10 12:30:21.780000
173715,O_SENT,2011-01-10 12:30:21.806000
173715,O_SENT_BACK,2011-10-10 12:54:03.401000
173715,O_DECLINED,2011-13-10 11:05:24.620000
173718,O_SELECTED,2011-01-10 10:44:40.725000
173718,O_CREATED,2011-01-10 10:44:42.707000
173718,O_SENT,2011-01-10 10:44:42.734000
173718,O_SELECTED,2011-01-10 10:46:52.915000
173718,O_CANCELLED,2011-01-10 10:46:52.915000
173718,O_CREATED,2011-01-10 10:46:54.210000
173718,O_SENT,2011-01-10 10:46:54.233000
173718,O_SENT_BACK,2011-10-10 10:55:04.984000
173718,O_ACCEPTED,2011-27-10 09:17:53.327000
173721,O_SELECTED,2011-01-10 11:20:47.605000
173721,O_CREATED,2011-01-10 11:20:49.026000
173721,O_SENT,2011-01-10 11:20:49.058000
173721,O_SENT_BACK,2011-06-10 09:49:46.110000
173721,O_DECLINED,2011-10-10 16:28:25.531000
173730,O_SELECTED,2011-01-10 15:40:08.254000
173730,O_CREATED,2011-01-10 15:40:09.986000
173730,O_SENT,2011-01-10 15:40:10.012000
173730,O_SENT_BACK,2011-14-10 10:21:08.195000
173730,O_ACCEPTED,2011-21-10 09:08:14.250000
173736,O_SELECTED,2011-01-10 16:05:26.312000
173736,O_CREATED,2011-01-10 16:05:27.699000
173736,O_SENT,2011-01-10 16:05:27.739000
173736,O_SELECTED,2011-04-10 12:59:20.034000
173736,O_CANCELLED,2011-04-10 12:59:20.034000
173736,O_CREATED,2011-04-10 12:59:21.264000
173736,O_SENT,2011-04-10 12:59:21.304000
173736,O_SENT_BACK,2011-10-10 13:33:58.634000
173736,O_SELECTED,2011-13-10 11:36:52.601000
173736,O_CANCELLED,2011-13-10 11:36:52.601000
173736,O_CREATED,2011-13-10 11:36:53.652000
173736,O_SENT,2011-13-10 11:36:53.686000
173736,O_SENT_BACK,2011-18-10 10:20:36.413000
173736,O_ACCEPTED,2011-18-10 12:01:28.757000
173739,O_SELECTED,2011-01-10 15:56:39.615000
173739,O_CREATED,2011-01-10 15:56:40.771000
173739,O_SENT,2011-01-10 15:56:40.801000
173739,O_SENT_BACK,2011-11-10 10:19:12.541000
173739,O_ACCEPTED,2011-14-10 16:22:47.530000
173745,O_SELECTED,2011-01-10 15:58:41.855000
173745,O_CREATED,2011-01-10 15:58:44.837000
173745,O_SENT,2011-01-10 15:58:44.859000
173745,O_CANCELLED,2011-08-10 12:45:57.789000
173748,O_SELECTED,2011-01-10 16:36:44.831000
173748,O_CREATED,2011-01-10 16:37:32.632000
173748,O_SENT,2011-01-10 16:37:32.669000
173748,O_CANCELLED,2011-01-10 16:42:16.406000
173748,O_SELECTED,2011-01-10 16:42:16.406000
173748,O_CREATED,2011-01-10 16:42:17.394000
173748,O_SENT,2011-01-10 16:42:17.419000
173748,O_DECLINED,2011-03-10 16:44:19.335000
173751,O_SELECTED,2011-01-10 16:49:59.191000
173751,O_CREATED,2011-01-10 16:50:00.969000
173751,O_SENT,2011-01-10 16:50:01.004000
173751,O_SENT_BACK,2011-07-10 12:40:18.319000
173751,O_ACCEPTED,2011-11-10 10:39:30.983000
173760,O_SELECTED,2011-01-10 16:01:43.413000
173760,O_CREATED,2011-01-10 16:01:44.340000
173760,O_SENT,2011-01-10 16:01:44.367000
173760,O_SENT_BACK,2011-11-10 11:01:37.837000
173760,O_ACCEPTED,2011-14-10 15:41:03.384000
173784,O_SELECTED,2011-04-10 17:37:27.175000
173784,O_CREATED,2011-04-10 17:37:28.370000
173784,O_SENT,2011-04-10 17:37:28.412000
173784,O_SENT_BACK,2011-17-10 11:29:14.489000
173784,O_ACCEPTED,2011-15-11 12:50:28.812000
173787,O_SELECTED,2011-03-10 09:31:07.141000
173787,O_CREATED,2011-03-10 09:31:08.267000
173787,O_SENT,2011-03-10 09:31:08.302000
173787,O_CANCELLED,2011-03-10 09:36:43.291000
173787,O_SELECTED,2011-03-10 09:36:43.291000
173787,O_CREATED,2011-03-10 09:36:44.181000
173787,O_SENT,2011-03-10 09:36:44.208000
173787,O_CANCELLED,2011-19-10 18:51:53.683000
173790,O_SELECTED,2011-03-10 09:26:10.575000
173790,O_CREATED,2011-03-10 09:26:11.521000
173790,O_SENT,2011-03-10 09:26:11.544000
173790,O_SENT_BACK,2011-07-10 12:37:07.523000
173790,O_ACCEPTED,2011-10-10 14:22:35.594000
173793,O_SELECTED,2011-03-10 14:53:19.306000
173793,O_CREATED,2011-03-10 14:53:20.371000
173793,O_SENT,2011-03-10 14:53:20.393000
173793,O_SENT_BACK,2011-14-10 10:08:48.626000
173793,O_ACCEPTED,2011-18-10 11:25:03.798000
173796,O_SELECTED,2011-03-10 11:15:53.537000
173796,O_CREATED,2011-03-10 11:16:42.008000
173796,O_SENT,2011-03-10 11:16:42.037000
173796,O_CANCELLED,2011-10-10 17:23:53.999000
173805,O_SELECTED,2011-03-10 09:53:24.490000
173805,O_CREATED,2011-03-10 09:53:25.300000
173805,O_SENT,2011-03-10 09:53:25.329000
173805,O_CANCELLED,2011-03-11 09:15:16.500000
173811,O_SELECTED,2011-03-10 11:47:47.198000
173811,O_CREATED,2011-03-10 11:47:48.320000
173811,O_SENT,2011-03-10 11:47:48.346000
173811,O_CANCELLED,2011-03-11 09:15:25.320000
173817,O_SELECTED,2011-03-10 09:52:38.282000
173817,O_CREATED,2011-03-10 09:52:39.285000
173817,O_SENT,2011-03-10 09:52:39.309000
173817,O_CANCELLED,2011-03-10 09:53:26.256000
173817,O_SELECTED,2011-03-10 09:53:26.256000
173817,O_CREATED,2011-03-10 09:53:27.636000
173817,O_SENT,2011-03-10 09:53:27.660000
173817,O_SENT_BACK,2011-07-10 13:23:32.793000
173817,O_DECLINED,2011-11-10 09:15:45.243000
173823,O_SELECTED,2011-03-10 09:57:31.958000
173823,O_CREATED,2011-03-10 09:57:33.333000
173823,O_SENT,2011-03-10 09:57:33.385000
173823,O_SENT_BACK,2011-10-10 14:01:44.751000
173823,O_DECLINED,2011-13-10 09:36:21.589000
173835,O_SELECTED,2011-03-10 10:35:59.279000
173835,O_CREATED,2011-03-10 10:36:00.341000
173835,O_SENT,2011-03-10 10:36:00.372000
173835,O_CANCELLED,2011-18-10 14:12:43.701000
173844,O_SELECTED,2011-03-10 13:19:45.999000
173844,O_CREATED,2011-03-10 13:19:47.043000
173844,O_SENT,2011-03-10 13:19:47.073000
173844,O_SENT_BACK,2011-10-10 10:17:48.189000
173844,O_ACCEPTED,2011-11-10 14:57:01.617000
173847,O_SELECTED,2011-03-10 10:22:05.122000
173847,O_CREATED,2011-03-10 10:22:06.712000
173847,O_SENT,2011-03-10 10:22:06.733000
173847,O_SENT_BACK,2011-10-10 13:52:46.532000
173847,O_DECLINED,2011-12-10 10:52:11.073000
173859,O_SELECTED,2011-03-10 12:37:05.899000
173859,O_CREATED,2011-03-10 12:37:07.181000
173859,O_SENT,2011-03-10 12:37:07.220000
173859,O_CANCELLED,2011-10-10 16:43:52.976000
173868,O_SELECTED,2011-03-10 10:21:41.574000
173868,O_CREATED,2011-03-10 10:21:42.754000
173868,O_SENT,2011-03-10 10:21:42.783000
173868,O_SENT_BACK,2011-20-10 09:11:49.533000
173868,O_DECLINED,2011-26-10 08:07:33.910000
173871,O_SELECTED,2011-04-10 19:40:46.526000
173871,O_CREATED,2011-04-10 19:40:47.741000
173871,O_SENT,2011-04-10 19:40:47.825000
173871,O_SENT_BACK,2011-11-10 10:01:11.435000
173871,O_DECLINED,2011-14-10 10:05:53.510000
173880,O_SELECTED,2011-03-10 14:00:45.550000
173880,O_CREATED,2011-03-10 14:00:46.779000
173880,O_SENT,2011-03-10 14:00:46.805000
173880,O_SENT_BACK,2011-24-10 11:28:26.304000
173880,O_CANCELLED,2011-28-10 16:27:23.940000
173880,O_SELECTED,2011-28-10 16:27:23.940000
173880,O_CREATED,2011-28-10 16:27:25.408000
173880,O_SENT,2011-28-10 16:27:25.432000
173880,O_SENT_BACK,2011-04-11 11:46:11.099000
173880,O_ACCEPTED,2011-04-11 13:09:38.785000
173898,O_SELECTED,2011-03-10 16:51:47.497000
173898,O_CREATED,2011-03-10 16:51:48.963000
173898,O_SENT,2011-03-10 16:51:48.989000
173898,O_CANCELLED,2011-13-10 20:00:46.495000
173913,O_SELECTED,2011-03-10 10:43:47.996000
173913,O_CREATED,2011-03-10 10:43:51.087000
173913,O_SENT,2011-03-10 10:43:51.111000
173913,O_SENT_BACK,2011-10-10 13:51:21.045000
173913,O_ACCEPTED,2011-12-10 16:00:58.539000
173928,O_SELECTED,2011-03-10 15:29:05.426000
173928,O_CREATED,2011-03-10 15:29:06.737000
173928,O_SENT,2011-03-10 15:29:06.772000
173928,O_CANCELLED,2011-03-10 15:30:07.474000
173928,O_SELECTED,2011-03-10 15:30:07.474000
173928,O_CREATED,2011-03-10 15:30:09.051000
173928,O_SENT,2011-03-10 15:30:09.183000
173928,O_SENT_BACK,2011-26-10 10:23:27.146000
173928,O_ACCEPTED,2011-29-11 09:27:25.615000
173940,O_SELECTED,2011-03-10 18:51:13.204000
173940,O_CREATED,2011-03-10 18:51:14.157000
173940,O_SENT,2011-03-10 18:51:14.183000
173940,O_SENT_BACK,2011-10-10 13:48:24.482000
173940,O_ACCEPTED,2011-14-10 08:30:21.631000
173943,O_SELECTED,2011-03-10 20:05:38.014000
173943,O_CREATED,2011-03-10 20:06:25.844000
173943,O_SENT,2011-03-10 20:06:25.883000
173943,O_CANCELLED,2011-03-11 09:15:32.067000
173946,O_SELECTED,2011-03-10 10:53:05.133000
173946,O_CREATED,2011-03-10 10:53:06.672000
173946,O_SENT,2011-03-10 10:53:06.697000
173946,O_CANCELLED,2011-03-11 09:15:22.602000
173949,O_SELECTED,2011-04-10 12:24:38.968000
173949,O_CREATED,2011-04-10 12:25:26.370000
173949,O_SENT,2011-04-10 12:25:26.418000
173949,O_CANCELLED,2011-24-10 09:08:04.654000
173949,O_SELECTED,2011-24-10 09:08:04.654000
173949,O_CREATED,2011-24-10 09:08:08.444000
173949,O_SENT,2011-24-10 09:08:08.480000
173949,O_SENT_BACK,2011-27-10 10:53:52.643000
173949,O_DECLINED,2011-31-10 14:33:55.453000
173955,O_SELECTED,2011-04-10 09:20:00.182000
173955,O_CREATED,2011-04-10 09:20:50.947000
173955,O_SENT,2011-04-10 09:20:50.980000
173955,O_SENT_BACK,2011-17-10 10:19:48.097000
173955,O_ACCEPTED,2011-29-11 15:05:21.679000
173979,O_SELECTED,2011-03-10 11:35:26.248000
173979,O_CREATED,2011-03-10 11:35:28.217000
173979,O_SENT,2011-03-10 11:35:28.247000
173979,O_SENT_BACK,2011-10-10 10:41:34.098000
173979,O_ACCEPTED,2011-11-10 14:01:47.102000
173982,O_SELECTED,2011-03-10 12:36:32.208000
173982,O_CREATED,2011-03-10 12:36:33.645000
173982,O_SENT,2011-03-10 12:36:33.674000
173982,O_CANCELLED,2011-10-10 17:27:02.781000
173985,O_SELECTED,2011-03-10 09:54:36.342000
173985,O_CREATED,2011-03-10 09:54:37.553000
173985,O_SENT,2011-03-10 09:54:37.585000
173985,O_SENT_BACK,2011-10-10 12:52:18.078000
173985,O_DECLINED,2011-13-10 10:26:07.105000
173988,O_SELECTED,2011-03-10 10:33:55.554000
173988,O_CREATED,2011-03-10 10:33:57.668000
173988,O_SENT,2011-03-10 10:33:57.696000
173988,O_CANCELLED,2011-10-10 16:32:17.595000
173997,O_SELECTED,2011-04-10 12:44:41.157000
173997,O_CREATED,2011-04-10 12:44:41.964000
173997,O_SENT,2011-04-10 12:44:42.019000
173997,O_CANCELLED,2011-19-10 10:30:56.029000
174000,O_SELECTED,2011-03-10 10:47:16.213000
174000,O_CREATED,2011-03-10 10:47:17.739000
174000,O_SENT,2011-03-10 10:47:17.775000
174000,O_CANCELLED,2011-03-11 09:15:19.801000
174009,O_SELECTED,2011-03-10 15:31:53.585000
174009,O_CREATED,2011-03-10 15:31:55.551000
174009,O_SENT,2011-03-10 15:31:55.584000
174009,O_SENT_BACK,2011-10-10 13:25:01.757000
174009,O_DECLINED,2011-13-10 09:35:26.463000
174012,O_SELECTED,2011-03-10 14:29:07.266000
174012,O_CREATED,2011-03-10 14:29:08.354000
174012,O_SENT,2011-03-10 14:29:08.382000
174012,O_SELECTED,2011-03-10 14:31:08.751000
174012,O_CANCELLED,2011-03-10 14:31:08.751000
174012,O_CREATED,2011-03-10 14:31:10.396000
174012,O_SENT,2011-03-10 14:31:10.434000
174012,O_CANCELLED,2011-18-10 17:35:53.865000
174018,O_SELECTED,2011-03-10 14:24:15.999000
174018,O_CREATED,2011-03-10 14:25:04.174000
174018,O_SENT,2011-03-10 14:25:04.224000
174018,O_CANCELLED,2011-17-10 11:35:04.381000
174030,O_SELECTED,2011-06-10 20:13:47.903000
174030,O_CREATED,2011-06-10 20:13:48.917000
174030,O_SENT,2011-06-10 20:13:48.945000
174030,O_CANCELLED,2011-04-11 17:47:03.107000
174036,O_SELECTED,2011-03-10 17:43:36.175000
174036,O_CREATED,2011-03-10 17:43:38.414000
174036,O_SENT,2011-03-10 17:43:38.441000
174036,O_SENT_BACK,2011-13-10 11:34:19.656000
174036,O_SELECTED,2011-17-10 11:25:56.625000
174036,O_CANCELLED,2011-17-10 11:25:56.625000
174036,O_CREATED,2011-17-10 11:25:57.459000
174036,O_SENT,2011-17-10 11:25:57.501000
174036,O_ACCEPTED,2011-18-10 11:06:51.085000
174039,O_SELECTED,2011-10-10 12:12:06.464000
174039,O_CREATED,2011-10-10 12:12:07.750000
174039,O_SENT,2011-10-10 12:12:07.821000
174039,O_SENT_BACK,2011-21-10 09:33:53.796000
174039,O_ACCEPTED,2011-27-10 10:01:32.697000
174042,O_SELECTED,2011-03-10 12:27:15.069000
174042,O_CREATED,2011-03-10 12:27:16.065000
174042,O_SENT,2011-03-10 12:27:16.102000
174042,O_SENT_BACK,2011-06-10 09:54:35.254000
174042,O_ACCEPTED,2011-11-10 16:43:10.297000
174045,O_SELECTED,2011-03-10 12:18:43.014000
174045,O_CREATED,2011-03-10 12:19:31.116000
174045,O_SENT,2011-03-10 12:19:31.134000
174045,O_SENT_BACK,2011-03-10 12:24:38.493000
174045,O_ACCEPTED,2011-18-10 10:10:34.706000
